UMLS:C0001206:T047:DISO	somatotropin (acromegaly) hypersecretion syndrome|marie disease|somatotropin hypersecretion (acromegaly) syndromes|inappropriate growth hormone secretion syndrome (acromegaly)|acromegalia|somatotropin hypersecretion syndromes (acromegaly)|syndromes, somatotropin hypersecretion (acromegaly)|somatotropin hypersecretion (acromegaly) syndrome|somatotropin (acromegaly) hypersecretion syndromes|syndrome, somatotropin hypersecretion (acromegaly)|acromegaly|hypersecretion syndrome, somatotropin (acromegaly)|hypersecretion syndromes, somatotropin (acromegaly)|somatotropin hypersecretion syndrome (acromegaly)|inappropriate gh secretion syndrome (acromegaly)
UMLS:C0001231:T047:DISO	acth syndrome, ectopic|ectopic acth syndromes|syndromes, ectopic acth|acth syndromes, ectopic|ectopic acth secretion syndrome|ectopic acth secretion|syndrome, ectopic acth|ectopic acth syndrome
UMLS:C0001247:T047:DISO	actinobacillosis|actinobacilloses
UMLS:C0001249:T047:DISO	actinobacillus infection|infection, actinobacillus|actinobacillus infections|infections, actinobacillus
UMLS:C0001255:T047:DISO	infections, actinomycetales|infection, actinomycetales|actinomycetales infection|actinomycete infections|infections, actinomycete|actinomycete infection|actinomycetales infections|infection, actinomycete
UMLS:C0001261:T047:DISO	infections, actinomyces|actinomycosis nos|infection, actinomyces|actinomycotic infections|actinomycotic infection|actinomycoses|actinomyces infections|actinomycosis|actinomyces infection
UMLS:C0001263:T047:DISO	actinomycosis abdominal|abdominal actinomycotic infection|abdominal actinomycosis
UMLS:C0001264:T047:DISO	actinomycosis, cervicofacial|lumpy jaw|actinomycoses, cervicofacial|cervicofacial actinomycosis|jaw lumpy|cervicofacial actinomycotic infection|cervicofacial actinomycoses
UMLS:C0001305:T047:DISO	acute adenoviral follicular conjunctivitis
UMLS:C0001306:T047:DISO	acute alcoholic liver disease|acute alcoholic hepatitis
UMLS:C0001308:T047:DISO	acute and subacute necrosis of liver
UMLS:C0001309:T047:DISO	acute atopic conjunctivitis
UMLS:C0001311:T047:DISO	acute bronchiolitis|bronchiolitis acute|capillary pneumonia
UMLS:C0001314:T047:DISO	diseases, acute|acute disorder|acute disease/disorder|disease, acute|disease acute|acute disease|acute disorders|acute diseases
UMLS:C0001327:T047:DISO	acute laryngitis|acute laryngitis nos
UMLS:C0001338:T047:DISO	herpetic acute necrotizing encephalitis|acute necrotizing encephalitis, herpetic
UMLS:C0001339:T047:DISO	acute pancreatitis|pancreatitis, acute
UMLS:C0001342:T047:DISO	acute periodontitis|acute pericementitis|aggressive and acute periodontitis
UMLS:C0001344:T047:DISO	pharyngitis nos acute|acute pharyngitis|pharyngitis acute
UMLS:C0001360:T047:DISO	acute thyroiditis|thyroiditis acute
UMLS:C0001361:T047:DISO	tonsillitis acute|infective tonsillitis|tonsillitis, infective|acute tonsillitis
UMLS:C0001363:T047:DISO	acute intestinal ischaemia|acute mesenteric ischaemia|acute ischemia mesenteric|acute intestinal ischemia|acute vascular insufficiency of intestine|acute mesenteric ischemia
UMLS:C0001365:T047:DISO	acute, but ill-defined cerebrovascular disease
UMLS:C0001396:T047:DISO	stokes-adams syndrome|stokes adams syndrome|stokes-adams attacks|adam-stokes attacks|adams stokes syndrome|attacks, adam-stokes|morgagni's disease|adams-stokes syndrome|syndrome, adams-stokes|adams stokes attack|stoke adams syndrome|stokes adams attacks|adam attack stokes|adam stokes attacks|syndrome, stokes-adams|morgagni disease|attacks, stokes-adams|adam-stokes syndrome|adams attack stoke|adams stoke syndrome|stokes-adams attack
UMLS:C0001403:T047:DISO	adrenal insufficiency (addison disease)|adrenal insufficiency, primary|addisons disease|adrenocortical insufficiencies, primary|chronic adrenal insufficiency|hypocortisolism|insufficiencies, primary adrenocortical|primary adrenal insufficiency|hypoadrenalism, primary|addison disease nos|insufficiency, primary adrenocortical|hypoadrenalisms, primary|addison disease|primary adrenocortical insufficiencies|primary hypoadrenalism|primary adrenocortical insufficiency|adrenocortical insufficiency, primary|addison's disease nos|disease, addison|primary hypoadrenalisms|addison's disease
UMLS:C0001427:T047:DISO	adenoiditis
UMLS:C0001486:T047:DISO	adenoviridae infections|infections, adenovirus|adenovirus infections|adenovirus|infection, adenovirus|adenoviridae infection|infection, adenoviridae|adenovirus infection|infections, adenoviridae
UMLS:C0001487:T047:DISO	adenovirus infections, human|adenovirus infection, human|human adenovirus infections|human adenovirus infection|infection, human adenovirus|infections, human adenovirus
UMLS:C0001519:T047:DISO	adie holmes syndrome|adie's syndrome|tonic pupil|syndrome, adie|adie's pupil or syndrome|adie pupil or syndrome|adie pupil|adie syndrome|syndrome, holmes-adie|holmes-adie syndrome|holmes adie syndrome|poorly reacting pupils|syndrome, adie's
UMLS:C0001529:T047:DISO	dercum s disease|dercum disease|disease, dercum's|dercum's disease|adiposis dolorosa|disease, dercum|dercums disease|lipomatosis dolorosa
UMLS:C0001576:T047:DISO	disease, adnexal|adnexal disease|adnexal diseases|diseases, adnexal
UMLS:C0001577:T047:DISO	adnexitis|uterine adnexitis
UMLS:C0001614:T047:DISO	adrenal cortex disease|cortex disease, adrenal|cortex diseases, adrenal|adrenal cortex diseases|adrenal cortical disorder|disease, adrenal cortex|diseases, adrenal cortex
UMLS:C0001621:T047:DISO	adrenal gland disease|adrenal gland disorder|adrenal disease glands|gland disease, adrenal|disease, adrenal gland|adrenal disease gland|adrenal gland disorders|adrenal disordered|diseases adrenal glands|adrenal disorder gland|adrenal diseases|adrenal disorders gland|adrenal diseases gland|disorders of adrenal glands|adrenal gland diseases|adrenal disorder|adrenal glands disorders|gland diseases, adrenal|diseases, adrenal gland|disease of adrenal gland|adrenal disease|adrenal disorders
UMLS:C0001622:T047:DISO	hyperfunction, adrenocortical|adrenal gland hyperfunction|overproduction of cortisol|cortisol overproduction|adrenocortical hyperfunction|hypercorticism|hyperadrenalism|hyperadrenocorticism|adrenal cortical hyperfunction|adrenal cortex hyperfunction|hyperfunction, adrenal gland|hypercortisolism
UMLS:C0001623:T047:DISO	adrenal gland insufficiency|hypofunction, adrenal gland|adrenal cortical insufficiency|adrenal hypofunction|adrenal insufficiency|adrenal hypofunctions|adrenal failure|adrenal insufficiencies|adrenal gland hypofunction|hypoadrenalism|insufficiency adrenal
UMLS:C0001627:T047:DISO	congenital adrenal hyperplasia|adrenal hyperplasia, congenital|congenital adrenal hyperplasias|hyperplasias, congenital adrenal|hyperplasia congenital adrenal|adrenal congenital hyperplasia|hyperplasia, congenital adrenal|congenital adrenal gland hyperplasia|adrenal hyperplasias, congenital|hyperplasia adrenal congenital|adrenal hyperplasia
UMLS:C0001678:T047:DISO	adult abuse|abuse adults
UMLS:C0001727:T047:DISO	afferent loop syndromes|loop syndrome, afferent|syndromes, afferent loop|afferent loop syndrome|syndrome, afferent loop|loop syndromes, afferent
UMLS:C0001733:T047:DISO	afibrinogenemia|afibrinogenemias|fibrinogen deficiency|fibrinogen deficiencies|deficiency, fibrinogen|afibrinogenaemia|deficiencies, fibrinogen|complement factor i deficiency|complement component 3 inactivator deficiency|factor i deficiency|c3 inactivator deficiency|deficiency, factor i
UMLS:C0001748:T047:DISO	horsesickness, african|african horse sicknesses|horse sickness, african|horse sicknesses, african|equine plagues|horsesicknesses, african|african horsesicknesses|sickness, african horse|equine plague|sicknesses, african horse|african horse sickness|plagues, equine|plague, equine|african horsesickness
UMLS:C0001752:T047:DISO	wart-hog disease|swine fever, african|wart hog disease|african swine fever|wart-hog diseases
UMLS:C0001768:T047:DISO	agammaglobulinemia nos|agammaglobulinemias|agammaglobulinaemia|agammaglobulinemia
UMLS:C0001787:T047:DISO	osteoporosis, age related|bone loss, age-related|age-related bone losses|age-related osteoporoses|osteoporoses, age-related|bone losses, age-related|age-related bone loss|age related bone loss|bone loss, age related|age-related osteoporosis|osteoporosis, age-related|age related osteoporosis
UMLS:C0001824:T047:DISO	agranulocytosis|granulocytopenias|granulopenia|agranulocytoses|granulocytopenia
UMLS:C0001828:T047:DISO	agricultural workers' disease|worker disease, agricultural|agricultural workers disease|diseases, agricultural worker|agricultural worker diseases|disease, agricultural worker's|worker's diseases, agricultural|workers' diseases, agricultural|agricultural worker's diseases|worker's disease, agricultural|worker diseases, agricultural|agricultural worker disease|workers' disease, agricultural|disease, agricultural workers'|agricultural worker's disease|agricultural workers diseases|agricultural workers' diseases|diseases, agricultural worker's|diseases, agricultural workers'|disease, agricultural worker
UMLS:C0001849:T047:DISO	dementia complex, aids related|aids-related dementia|complex, aids-related dementia|hiv dementias|hiv-associated cognitive motor complex|aids related dementia complex|hiv associated cognitive motor complex|dementia complex, acquired immune deficiency syndrome|aids dementia|aids dementia complex|hiv associated cognitive and motor complex|hiv dementia|dementia complex, aids-related|complex, aids dementia|dementia aids|dementia, hiv|dementia hiv|aids-related dementia complex|dementia complex, aids|dementias, hiv|acquired-immune deficiency syndrome dementia complex
UMLS:C0001857:T047:DISO	syndromes, lymphadenopathy|lymphadenopathy syndromes|aids-related complex (arc)|complex, aids-related|lymphadenopathy syndrome|arc|syndrome, lymphadenopathy|aids-like syndrome|aids related complex|aids-related complex
UMLS:C0001860:T047:DISO	dactylolyses, spontaneous|spontaneous dactylolyses|dactylolysis spontanea|spontaneous dactylolysis|dactylolysis, spontaneous|ainhum|dactylolysis
UMLS:C0001882:T047:DISO	airsickness|sickness, air|air sickness
UMLS:C0001883:T047:DISO	obstructions, airway|obstruction airway|airways obstruction|airway obstruction|respiratory obstruction|airway obstructions|obstruction, airway
UMLS:C0001890:T047:DISO	akinetic petit mal|petit mal, akinetic
UMLS:C0001906:T047:DISO	minor, variola|alastrim|variola minor|variola minors|minors, variola
UMLS:C0001957:T047:DISO	deliriums tremens|alcohol withdrawal-induced delirium tremens|delerium tremens|alcoholic delirium|delirium tremens, alcohol withdrawal induced|delirium, alcohol withdrawal|alcohol withdrawal induced delirium tremens|dts|alcohol withdrawal with delirium|delirium tremens|alcohol withdrawal delirium
UMLS:C0002016:T047:DISO	aleutian disease of mink|mink disease, aleutian|aleutian mink disease|disease, aleutian mink
UMLS:C0002063:T047:DISO	alkalosis|alkalosis nos|alkaloses
UMLS:C0002066:T047:DISO	homogentisic acid oxidase deficiency|alcaptonuria|aku|alkaptonuria
UMLS:C0002103:T047:DISO	atopic rhinitis
UMLS:C0002106:T047:DISO	pneumonia, allergic|allergic pneumonia
UMLS:C0002136:T047:DISO	allogeneic disease
UMLS:C0002171:T047:DISO	alopecia areata|circumscribed alopecia|areata alopecia|patchy hair loss|alopecia circumscripta
UMLS:C0002173:T047:DISO	alopecia mucinosa|mucinoses, follicular|mucinosis, follicular|follicular mucinoses|alopecia mucinosis|follicular mucinosis
UMLS:C0002175:T047:DISO	alopecia drugs
UMLS:C0002179:T047:DISO	postinfectional nos hypotrichosis|hypotrichosis, postinfectional nos
UMLS:C0002181:T047:DISO	syphilitic alopecia
UMLS:C0002182:T047:DISO	traumatic alopecia|traction alopecia|alopecia traumatic|alopecia traction
UMLS:C0002312:T047:DISO	thalassemia-alpha|thalassemia-alphas|alpha thalassemia|diseases, hemoglobin h|hemoglobin h disease|thalassemia alpha|a-thalassemia|alpha-thalassaemia|hemoglobin h diseases|alpha thalassaemia|alpha thalassemias|alpha-thalassemia|disease, hemoglobin h|alpha-thalassemias|a-thalassemias
UMLS:C0002351:T047:DISO	mountain sicknesses|hypobaropathy|sicknesses, altitude|hypobaric sickness|anoxia due to high altitude|high altitute sickness|sickness, mountain|sicknesses, mountain|alpine sickness|altitude sickness|altitude effects high|effects of high altitude|andes disease|sickness, altitude|mountain sickness|altitude sicknesses|high altitude effects
UMLS:C0002382:T047:DISO	periodontal resorption|resorption, periodontal|alveolar bone atrophy|bone loss, periodontal|bone atrophies, alveolar|bone losses, periodontal|periodontal bone losses|alveolar resorptions|resorption, alveolar|periodontal resorptions|resorptions, alveolar|alveolar process atrophy|periodontal bone loss|alveolar bone atrophies|alveolar bone losses|bone loss, alveolar|alveolar process atrophies|alveolar resorption|bone atrophy, alveolar|alveolar bone loss
UMLS:C0002390:T047:DISO	hypersensitivity pneumonia|alveolitis allergic|hypersensitivity pneumonitis|alveolitides, extrinsic allergic|alveolitis, extrinsic allergic|hypersensitivity pneumonitides|alveolitis, allergic|allergic alveolitis, extrinsic|allergic alveolitides, extrinsic|allergic extrinsic alveolitis|pneumonitides, hypersensitivity|extrinsic allergic alveolitides|extrinsic allergic alveolitis|pneumonitis, hypersensitivity|allergic alveolitis|extrinsic alveolitis, allergic|allergic pneumonitis
UMLS:C0002395:T047:DISO	alzheimer diseases|primary degenerative dementia|dementia of the alzheimer type|disease, alzheimer|primary senile degenerative dementia|ad|alzheimer's diseases|alzheimer disease|alzheimers dementia|disease, alzheimer's|dementias, senile|simple senile dementia|alzheimer's disease|dementia, primary senile degenerative|senile dementia, alzheimer type|dats|senile dementias|dementia alzheimers|alzheimer type senile dementia|senile dementia|alzheimer dementia|alzheimers disease|alzheimer type dementia|dementia, alzheimer type|dementia, senile|alzheimer's dementia|dementia of the alzheimer's type
UMLS:C0002418:T047:DISO	amblyopic|amblyopia|amblyopias
UMLS:C0002438:T047:DISO	amebiases|amebiasis nos|amoebiases|amebiasis|amoebiasis
UMLS:C0002441:T047:DISO	amebiasis cutaneous|cutaneous amebiasis
UMLS:C0002445:T047:DISO	amebomas|ameboma
UMLS:C0002453:T047:DISO	amenorrhoea|amenia|absence of menstruation|menstruation absence|amenorrhea|cessation of menses|lack of menses
UMLS:C0002514:T047:DISO	hyperaminoacidurias|amino acidopathy|amino acidopathies|aminoacidopathy|amino acid metabolism, inborn error|amino acidopathies, congenital|inborn amino acidopathies|acid amino disorder|congenital amino acidopathies|acid amino disorders metabolism|inborn errors, amino acid metabolism|amino acid metabolism disorders|disorders of amino acid metabolism|acid amino disorders|amino acid disorder|amino acidopathies, inborn|amino acid metabolism, inborn errors|congenital amino acidopathy|inborn amino acidopathy|inborn aminoacid metabolism disorder|inborn error amino acid metabolism|inborn amino acid metabolism disorders|aminoacidopathies|amino acidopathy, congenital|amino acid metabolism disorder|acids amino disorder|disorders of amino-acid transport and metabolism|amino acid metabolism disorders, inborn|amino acidopathy, inborn
UMLS:C0002534:T047:DISO	inborn renal aminoaciduria|aminoaciduria, renal|aminoacidurias, renal|renal aminoacidurias|renal aminoaciduria
UMLS:C0002631:T047:DISO	infection of amniotic cavity|amnionitides|amnionitis
UMLS:C0002636:T047:DISO	streeter syndrome|syndrome, amniotic band|syndrome, streeter|amniotic band syndrome|amniotic band constriction
UMLS:C0002693:T047:DISO	amputation, intrauterine|amputations, intrauterine|intrauterine amputation|intrauterine amputations
UMLS:C0002726:T047:DISO	amyloid diseases|amyloidosis|amyloid disease|amyloidosis nos|amyloidoses
UMLS:C0002735:T047:DISO	oppenheims disease|oppenheim disease|floppy amyotonic infant|amyotonia congenita|congenital atonic pseudoparalysis|oppenheim's disease
UMLS:C0002736:T047:DISO	gehrigs disease|lou gehrigs disease|lou gehrig disease|lou gehrig's disease|bulbar motor neuron disease|amyotrophic lateral sclerosis motor neuron disease|lateral scleroses, amyotrophic|amyotrophic lateral sclerosis|als|amyotrophic lateral scleroses|als (amyotrophic lateral sclerosis)|disease, lou-gehrigs|motor neuron disease, bulbar|motor neuron disease, amyotrophic lateral sclerosis|lou gehrig disease (als)|lou gehrig's disease (als)|gehrig's disease|lou-gehrigs disease|gehrig disease|amyotrophic laterals sclerosis|sclerosis, amyotrophic lateral
UMLS:C0002796:T047:DISO	anaplasmataceae infections|infections, anaplasmataceae|infection, anaplasmataceae|anaplasmataceae infection
UMLS:C0002797:T047:DISO	fever tick|anaplasmosis|anaplasmoses|fevers tick|tick fever|fever ticks
UMLS:C0002831:T047:DISO	ancylostomiases|ankylostomiasis|ancylostomiasis
UMLS:C0002871:T047:DISO	anaemia|anemias|anaemias|anemia
UMLS:C0002873:T047:DISO	anaemia chronic disease|anaemia of chronic disease|anaemia chronic diseases|anemia chronic diseases|anemias chronic disease|anemia chronic disease|acd|chronic anemia disease|acds|anemia of chronic disease|chronic disease anemia
UMLS:C0002874:T047:DISO	erythroid aplasia|aplastic anemia nos|aplastic anemias|bone marrow aplasia|aplastic anaemia|anemia, aplastic|aplastic anemia|anemias, aplastic
UMLS:C0002875:T047:DISO	thalassemia (beta-thalassemia major) major|anemia cooley's|erythroblastic anemia|thalassemia major|anemia, cooley|cooley's anaemia|major thalassemia|homozygous beta thalassemia|thalassemia majors (beta-thalassemia major)|thalassemia (beta-thalassemia major) majors|mediterranean anaemia|beta thalassemia major|anemia, erythroblastic|anemia, cooley's|major, thalassemia (beta-thalassemia major)|erythroblastic anemias|cooley anemia|anemias, erythroblastic|beta thalassaemia major|cooley's anemia|thalassemia major (beta-thalassemia major)|majors, thalassemia (beta-thalassemia major)|anemia, mediterranean|thalassaemia major|thalassemia major (beta thalassemia major)|mediterranean anemia|anemia, cooleys|cooleys anemia|cooley anaemia
UMLS:C0002876:T047:DISO	dyserythropoietic anemias, congenital|congenital dyshematopoietic anemia|cda|dyserythropoietic anemia, congenital|congenital dyserythropoietic anemia|congenital dyserythropoietic anemias|anemia, congenital dyserythropoietic|anemias, congenital dyserythropoietic|anemia, dyserythropoietic, congenital|anemia, congenital dyshematopoietic
UMLS:C0002878:T047:DISO	hemolytic anemia|anemia, hemolytic|hemolytic anemias|haemolytic anaemia|haemolytic anaemias
UMLS:C0002879:T047:DISO	anemia, hemolytic, acquired|hemolytic anemia, acquired|acquired hemolytic anemia|acquired hemolytic anemias|anemia, acquired hemolytic|acquired hemolytic anemia nos|acquired anemia hemolytic
UMLS:C0002880:T047:DISO	autoimmune haemolytic anaemia|anaemia haemolytic autoimmune|hemolytic autoimmune anemia|autoimmune haemolytic anaemias|anemia, hemolytic, autoimmune|anemia, autoimmune hemolytic|anemia autoimmune hemolytic|hemolytic anemias, autoimmune|autoimmune hemolytic anemias|anemias, autoimmune hemolytic|autoimmune hemolytic anemia|immunohemolytic anemia|anemia hemolytic autoimmune|hemolytic anemia, autoimmune
UMLS:C0002881:T047:DISO	congenital hemolytic anemia|anemias, hereditary hemolytic|anemias, congenital hemolytic|anemia, congenital hemolytic|hemolytic anemia, hereditary|anemia, hereditary hemolytic|anemia, hemolytic, hereditary|anemia, hemolytic, congenital|hereditary hemolytic anemia|hemolytic anemias, congenital|hereditary hemolytic anemias|hereditary haemolytic anaemias|hemolytic anemia, congenital|hemolytic anemias, hereditary|anaemias haemolytics hereditary|congenital hemolytic anemias|hereditary hemolytic anemia nos
UMLS:C0002882:T047:DISO	anemia, hemolytic congenital, nonspherocytic|hereditary nonspherocytic hemolytic anemia|anemia, hemolytic, congenital nonspherocytic|hemolytic anemia, congenital nonspherocytic|congenital nonspherocytic hemolytic anemia|anemia, congenital nonspherocytic hemolytic
UMLS:C0002883:T047:DISO	anemia, hemolytic, idiopathic acquired
UMLS:C0002884:T047:DISO	hypochromic anemias|hypochromic anemia|anemia hypochromic|hypochromic anaemia|anemia, hypochromic|anemias, hypochromic
UMLS:C0002886:T047:DISO	macrocytic anemias|anemia macrocytic|anemias, macrocytic|macrocytic anemia|anemia disorders macrocytic|macrocytic anaemia|anemia, macrocytic
UMLS:C0002888:T047:DISO	megaloblastic anemias|megaloblastic anaemia|megaloblastic|anemia megaloblastic|anemia, megaloblastic|megaloblastic anemia|anemias, megaloblastic
UMLS:C0002889:T047:DISO	anemia, microangiopathic|microangiopathic anemia
UMLS:C0002890:T047:DISO	anemias, leukoerythroblastic|anemia, myelophthisic|anemia, leukoerythroblastic|leukoerythroblastic anemias|myelophthisic anemia|myelophthisic anemias|leukoerythroblastic anemia|leukoerythroblastosis|anemias, myelophthisic|anemias myelophthisic
UMLS:C0002891:T047:DISO	anemia neonatorum|anemias, neonatal|neonatal anaemia|neonatal anemias|anemia, neonatal|anaemia neonatal|anemia neonatal|neonatal anemia
UMLS:C0002892:T047:DISO	pernicious anaemia|anemia, pernicious|addisonian anemia|pernicious anemia|biermer anemia|addisons anemia|addison anemia|anemia, addison's|anemia, addisons|addison's anemia|addison-biermer anemia|malignant anemia|anemia, addison|biermer's anemia
UMLS:C0002893:T047:DISO	anemias, refractory|refractory anemias|aregenerative anemia|refractory anemia|refractory anemia (ra)|refractory anaemia|anemia, refractory|anemia refractory|ra
UMLS:C0002894:T047:DISO	leukemia, smouldering|smoldering leukemias|smoldering leukemia|raeb|raem|anemia, refractory, with excess of blasts|smouldering leukemia|refractory anemia with excess blasts (raeb)|refractory anemia with excess of blasts|refractory anemia with an excess of blasts|leukemias, smoldering|refractory anemia with excess blasts|leukemia, smoldering
UMLS:C0002895:T047:DISO	sickle cell anaemia|sickle cell anemias|anemia cells sickles|sickle-cell anaemia|anaemia cell sickle|disease hb s|disease, hemoglobin s|cell disorder sickle|anemia, sickle cell|anemia sickle celled|herrick anemia|disease sickle-cell|anemia cell disorders sickle|hemoglobin s disease|cell sickle syndromes|anemia cell disorder sickle|disease sickle cell|anemia sickle cell|scds|cell disease, sickle|scd|hemoglobin s diseases|sickle-cell disease|cell diseases, sickle|anemias, sickle cell|sickle cell disorders|sickle cell syndrome|sicklemia|cell sickle syndrome|sickling disorder due to hemoglobin s|cell diseases sickle|herrick's anemia|sickle cell disorder|sickle-cell anemia|sickle cell anemia|syndrome sickle cell|sickle cell diseases|hemoglobin ss disease|anemia sickle-cell|cells disease sickle|anemia cells sickle|hb s disease|cell disorders, sickle|sickle-cell anemia nos|sickle cell disease|cell disorder, sickle
UMLS:C0002896:T047:DISO	refractory sideroblastic anemia|primary sideroblastic anemia|anemia, primary sideroblastic|sideroblastic anemia|anemia sideroblastic|anemias, sideroblastic|sideroachrestic anemia|sideroblastic anaemia|anemia, sideroblastic|anemia, sideroachrestic|sideroblastic anemias
UMLS:C0002897:T047:DISO	anemia, splenic|splenic anemias|anemias, splenic|splenic anemia
UMLS:C0002898:T047:DISO	anemia target cell|target cell anemia|anemia cells target
UMLS:C0002899:T047:DISO	anemias due to disorders of glutathione metabolism|anemia due to disorder of glutathione metabolism
UMLS:C0002940:T047:DISO	aneurysm|aneurysms|aneurysmal dilatation
UMLS:C0002949:T047:DISO	artery dissecting aneurysm|artery dissection|aneurysm dissecting|arteries dissection|arterial dissections|dissecting aneurysm|dissecting aneurysms|aneurysms, dissecting|aneurysm, dissecting|dissection arterial|arterial dissection
UMLS:C0002950:T047:DISO	inflammatory aneurysm|aneurysms, infected|infected aneurysms|infective aneurysm|aneurysms inflammatory|infected aneurysm|aneurysm, infected
UMLS:C0002959:T047:DISO	angiectasias|vascular ectasia|ectasias vascular|angiectasis|hemangiectasia|angiectasia
UMLS:C0002963:T047:DISO	prinzmetal's angina|variant angina pectoris|prinzmetal angina|angina, prinzmetal|angina, prinzmetal's|vasospastic angina|prinzmetals angina|prinzmetal variant angina|angina prinzmetal|angina pectoris, variant|variant angina|angina variant
UMLS:C0002965:T047:DISO	anginas, unstable|impending infarction|unstable angina pectori|anginas, preinfarction|preinfarction anginas|angina pectoris, unstable|intermediate coronary syndrome|unstable anginas|unstable angina pectoris|angina, preinfarction|angina, unstable|rest angina|preinfarction angina|unstable angina|crescendo angina|pre-infarction syndrome|angina pectori, unstable|angina at rest|angina unstable
UMLS:C0002982:T047:DISO	streaks, angioid|angioid streaks|streak, angioid|angioid streak
UMLS:C0002983:T047:DISO	angioid streaks of choroid
